iter	Passed	Remaining
255	730	2123
256	733	2120
257	736	2117
258	738	2113
259	741	2110
260	744	2107
261	746	2103
262	749	2100
263	752	2097
264	755	2095
265	758	2092
266	761	2090
267	764	2088
268	767	2085
269	770	2082
270	772	2078
271	775	2076
272	778	2072
273	781	2069
274	783	2066
275	786	2064
276	789	2061
277	792	2058
278	795	2054
279	797	2051
280	800	2048
281	803	2046
282	807	2045
283	810	2043
284	813	2041
285	817	2040
286	821	2041
287	825	2040
288	828	2039
289	832	2037
290	835	2034
291	837	2031
292	840	2028
293	843	2025
294	845	2021
295	848	2018
296	851	2015
297	854	2012
298	857	2009
299	859	2006
300	862	2003
301	865	2000
302	868	1997
303	870	1993
304	873	1990
305	876	1987
306	878	1984
307	881	1980
308	884	1977
309	887	1974
310	889	1971
311	892	1968
312	895	1965
313	898	1961
314	900	1958
315	903	1955
316	906	1952
317	908	1948
318	911	1945
319	914	1942
320	916	1939
321	919	1935
322	922	1932
323	925	1930
324	927	1927
325	930	1923
326	933	1920
327	935	1917
328	938	1914
329	941	1911
330	943	1907
331	946	1904
332	949	1901
333	951	1897
334	954	1895
335	957	1891
336	960	1888
337	962	1885
338	965	1882
339	967	1878
340	971	1876
341	974	1874
342	976	1871
343	979	1867
344	982	1864
345	985	1862
346	988	1860
347	992	1859
348	995	1857
349	998	1854
350	1001	1851
351	1004	1848
352	1006	1845
353	1009	1842
354	1012	1839
355	1014	1835
356	1017	1832
357	1020	1829
358	1023	1826
359	1025	1823
360	1028	1820
361	1031	1817
362	1033	1814
363	1036	1811
364	1039	1808
365	1042	1805
366	1044	1802
367	1047	1798
368	1050	1795
369	1052	1792
370	1055	1789
371	1058	1786
372	1060	1783
373	1063	1780
374	1066	1777
375	1069	1774
376	1071	1771
377	1074	1767
378	1077	1765
379	1079	1761
380	1082	1758
381	1085	1755
382	1087	1752
383	1090	1749
384	1093	1746
385	1096	1743
386	1098	1740
387	1101	1737
388	1103	1734
389	1106	1731
390	1109	1728
391	1113	1727
392	1117	1725
393	1120	1723
394	1123	1720
395	1126	1717
396	1129	1715
397	1132	1712
398	1135	1709
399	1138	1707
400	1141	1704
401	1144	1702
402	1147	1699
403	1150	1696
404	1152	1693
405	1155	1690
406	1158	1687
407	1161	1684
408	1163	1681
409	1166	1678
410	1169	1675
411	1171	1672
412	1174	1669
413	1177	1666
414	1180	1664
415	1183	1661
416	1186	1658
417	1188	1655
418	1191	1652
419	1194	1649
420	1197	1646
421	1199	1643
422	1202	1640
423	1205	1637
424	1207	1633
425	1210	1630
426	1212	1627
427	1215	1624
428	1218	1621
429	1220	1618
430	1223	1615
431	1226	1612
432	1229	1609
433	1231	1606
434	1234	1603
435	1237	1600
436	1239	1597
437	1242	1594
438	1245	1591
439	1247	1588
440	1250	1585
441	1253	1582
442	1255	1579
443	1258	1575
444	1261	1572
445	1263	1569
446	1266	1566
447	1269	1563
448	1271	1560
449	1274	1557
450	1277	1554
451	1279	1551
452	1282	1548
453	1285	1545
454	1287	1542
455	1290	1539
456	1293	1536
457	1295	1533
458	1298	1530
459	1301	1527
460	1303	1524
461	1306	1521
462	1309	1518
463	1311	1515
464	1314	1512
465	1317	1509
466	1320	1506
467	1322	1503
468	1325	1500
469	1328	1497
470	1330	1494
471	1333	1491
472	1336	1488
473	1338	1485
474	1341	1482
475	1344	1479
476	1347	1476
477	1349	1473
478	1352	1471
479	1355	1467
480	1357	1464
481	1360	1461
482	1362	1458
483	1365	1455
484	1368	1452
485	1371	1450
486	1373	1447
487	1376	1444
488	1379	1441
489	1382	1438
490	1386	1437
491	1390	1435
492	1394	1433
493	1397	1431
494	1401	1429
495	1404	1427
496	1407	1424
497	1410	1422
498	1413	1419
499	1416	1416
500	1419	1413
501	1422	1410
502	1424	1407
503	1427	1404
504	1430	1402
505	1433	1399
506	1435	1396
507	1438	1393
508	1441	1390
509	1443	1387
510	1446	1384
511	1449	1381
512	1452	1378
513	1455	1375
514	1457	1372
515	1460	1370
516	1463	1367
517	1466	1364
518	1469	1361
519	1471	1358
520	1474	1355
521	1477	1352
522	1480	1349
523	1482	1346
524	1485	1343
525	1488	1341
526	1490	1338
527	1494	1335
528	1496	1332
529	1499	1329
530	1502	1327
531	1505	1324
532	1507	1321
533	1510	1318
534	1513	1315
535	1516	1312
536	1518	1309
537	1521	1306
538	1524	1303
539	1527	1301
540	1530	1298
541	1533	1295
542	1536	1292
543	1538	1289
544	1541	1286
545	1544	1283
546	1547	1281
547	1550	1278
548	1553	1275
549	1556	1273
550	1558	1270
551	1561	1267
552	1564	1264
553	1567	1262
554	1570	1259
555	1572	1256
556	1575	1253
557	1578	1250
558	1580	1247
559	1583	1244
560	1586	1241
561	1589	1238
562	1592	1235
563	1595	1233
564	1599	1231
565	1602	1228
566	1604	1225
567	1607	1222
568	1610	1219
569	1612	1216
570	1615	1213
571	1618	1211
572	1621	1207
573	1623	1205
574	1626	1202
575	1629	1199
576	1632	1196
577	1634	1193
578	1637	1190
579	1640	1187
580	1642	1184
581	1645	1181
582	1648	1178
583	1650	1175
584	1653	1173
585	1656	1170
586	1658	1167
587	1661	1164
588	1664	1161
589	1667	1158
590	1670	1155
591	1672	1152
592	1676	1150
593	1679	1147
594	1684	1146
595	1689	1145
596	1694	1143
597	1697	1141
598	1700	1138
599	1704	1136
600	1707	1133
601	1710	1130
602	1713	1127
603	1716	1125
604	1719	1122
605	1722	1119
606	1725	1116
607	1727	1114
608	1730	1111
609	1733	1108
610	1736	1105
611	1738	1102
612	1741	1099
613	1744	1096
614	1747	1093
615	1750	1091
616	1753	1088
617	1756	1085
618	1760	1083
619	1765	1082
620	1771	1081
621	1774	1078
622	1777	1075
623	1780	1072
624	1783	1070
625	1786	1067
626	1789	1064
627	1792	1062
628	1795	1059
629	1798	1056
630	1801	1053
631	1805	1051
632	1808	1048
633	1812	1046
634	1815	1043
635	1818	1040
636	1821	1038
637	1825	1035
638	1828	1033
639	1832	1030
640	1835	1028
641	1838	1025
642	1842	1022
643	1845	1020
644	1848	1017
645	1851	1014
646	1854	1011
647	1857	1009
648	1860	1006
649	1863	1003
650	1866	1000
651	1868	997
652	1871	994
653	1874	991
654	1877	988
655	1879	985
656	1882	982
657	1885	980
658	1888	977
659	1891	974
660	1894	971
661	1897	968
662	1899	965
663	1902	962
664	1905	959
665	1908	956
666	1911	954
667	1914	951
668	1916	948
669	1919	945
670	1922	942
671	1925	939
672	1927	936
673	1930	933
674	1933	930
675	1936	927
676	1938	924
677	1941	922
678	1945	919
679	1947	916
680	1950	913
681	1953	910
682	1956	907
683	1959	905
684	1962	902
685	1964	899
686	1967	896
687	1970	893
688	1973	890
689	1976	887
690	1978	884
691	1981	881
692	1984	878
693	1987	876
694	1990	873
695	1992	870
696	1995	867
697	1998	864
698	2000	861
699	2003	858
700	2006	855
701	2009	852
702	2011	849
703	2014	847
704	2017	844
705	2020	841
706	2023	838
707	2025	835
708	2028	832
709	2031	829
710	2033	826
711	2037	824
712	2040	821
713	2043	818
714	2046	815
715	2050	813
716	2053	810
717	2056	807
718	2060	805
719	2063	802
720	2066	799
721	2070	797
722	2073	794
723	2076	791
724	2080	788
725	2083	786
726	2086	783
727	2089	780
728	2092	777
729	2096	775
730	2099	772
731	2102	769
732	2105	767
733	2108	764
734	2111	761
735	2114	758
736	2117	755
737	2120	752
738	2123	750
739	2126	747
740	2129	744
741	2132	741
742	2135	738
743	2138	735
744	2141	732
745	2144	730
746	2147	727
747	2150	724
748	2153	721
749	2156	718
750	2159	716
751	2162	713
752	2165	710
753	2168	707
754	2171	704
755	2174	701
756	2177	699
757	2180	696
758	2183	693
759	2186	690
760	2189	687
761	2192	684
762	2195	682
763	2198	679
764	2201	676
765	2204	673
766	2207	670
767	2210	667
768	2213	664
769	2216	661
770	2218	659
771	2222	656
772	2225	653
773	2228	650
774	2231	647
775	2234	644
776	2236	641
777	2239	639
778	2242	636
779	2244	633
780	2247	630
781	2249	627
782	2252	624
783	2255	621
784	2257	618
785	2260	615
786	2263	612
787	2266	609
788	2268	606
789	2271	603
790	2274	600
791	2276	597
792	2279	595
793	2282	592
794	2284	589
795	2287	586
796	2290	583
797	2293	580
798	2295	577
799	2298	574
800	2301	571
801	2304	568
802	2306	565
803	2309	563
804	2312	560
805	2315	557
806	2319	554
807	2322	551
808	2325	548
809	2328	546
810	2331	543
811	2334	540
812	2337	537
813	2339	534
814	2342	531
815	2345	528
816	2348	526
817	2351	523
818	2354	520
819	2356	517
820	2359	514
821	2362	511
822	2364	508
823	2367	505
824	2370	502
825	2372	499
826	2375	496
827	2378	494
828	2380	491
829	2383	488
830	2386	485
831	2389	482
832	2391	479
833	2394	476
834	2397	473
835	2399	470
836	2402	467
837	2405	464
838	2407	462
839	2410	459
840	2413	456
841	2415	453
842	2418	450
843	2421	447
844	2424	444
845	2426	441
846	2429	438
847	2431	435
848	2434	433
849	2437	430
850	2440	427
851	2442	424
852	2445	421
853	2448	418
854	2451	415
855	2453	412
856	2456	409
857	2459	406
858	2461	404
859	2464	401
860	2467	398
861	2469	395
862	2472	392
863	2474	389
864	2477	386
865	2480	383
866	2483	380
867	2485	378
868	2488	375
869	2491	372
870	2493	369
871	2496	366
872	2499	363
873	2502	360
874	2505	357
875	2508	355
876	2510	352
877	2513	349
878	2516	346
879	2518	343
880	2521	340
881	2524	337
882	2526	334
883	2529	331
884	2532	329
885	2535	326
886	2537	323
887	2540	320
888	2543	317
889	2546	314
890	2548	311
891	2551	308
892	2554	306
893	2556	303
894	2559	300
895	2563	297
896	2566	294
897	2569	291
898	2571	288
899	2574	286
900	2577	283
901	2580	280
902	2583	277
903	2585	274
904	2588	271
905	2591	268
906	2593	265
907	2596	263
908	2599	260
909	2601	257
910	2604	254
911	2607	251
912	2609	248
913	2612	245
914	2615	242
915	2617	240
916	2620	237
917	2623	234
918	2625	231
919	2628	228
920	2631	225
921	2633	222
922	2636	219
923	2638	217
924	2641	214
925	2644	211
926	2647	208
927	2650	205
928	2652	202
929	2655	199
930	2658	197
931	2660	194
932	2663	191
933	2666	188
934	2668	185
935	2671	182
936	2674	179
937	2677	176
938	2679	174
939	2682	171
940	2685	168
941	2688	165
942	2690	162
943	2693	159
944	2696	156
945	2699	154
946	2702	151
947	2705	148
948	2709	145
949	2713	142
950	2717	139
951	2720	137
952	2725	134
953	2728	131
954	2732	128
955	2736	125
956	2740	123
957	2744	120
958	2747	117
959	2750	114
960	2754	111
961	2757	108
962	2760	106
963	2763	103
964	2766	100
965	2769	97
966	2771	94
967	2774	91
968	2777	88
969	2779	85
970	2782	83
971	2785	80
972	2788	77
973	2790	74
974	2793	71
975	2796	68
976	2799	65
977	2801	63
978	2804	60
979	2807	57
980	2809	54
981	2812	51
982	2815	48
983	2818	45
984	2821	42
985	2823	40
986	2826	37
987	2829	34
988	2831	31
989	2834	28
990	2837	25
991	2839	22
992	2842	20
993	2845	17
994	2848	14
995	2851	11
996	2853	8
997	2856	5
998	2859	2
999	2862	0
