iter	Logloss
282	0.2488236518
283	0.2481075122
284	0.2472994081
285	0.2466078479
286	0.2460291904
287	0.2451757785
288	0.2443771017
289	0.243890907
290	0.2430243418
291	0.2423310354
292	0.2416109093
293	0.2407977063
294	0.2402541506
295	0.2396416541
296	0.2388326554
297	0.2379643021
298	0.2373369817
299	0.236482164
300	0.2358373025
301	0.2353963942
302	0.23473706
303	0.2339432659
304	0.2331782974
305	0.2324464666
306	0.2319477788
307	0.231420882
308	0.2306405413
309	0.229917088
310	0.2294245605
311	0.2288951644
312	0.2282996021
313	0.2277928829
314	0.2271618432
315	0.226608463
316	0.2259837159
317	0.2253752314
318	0.2248965461
319	0.2242247072
320	0.223618098
321	0.2229675186
322	0.2222510387
323	0.2219460011
324	0.2213905704
325	0.2207849815
326	0.2202665609
327	0.2195987488
328	0.219073585
329	0.2185441921
330	0.21810381
331	0.217790371
332	0.2169992332
333	0.2164284131
334	0.215880648
335	0.215392047
336	0.2148613765
337	0.2142958436
338	0.2137238667
339	0.2131777023
340	0.2128223707
341	0.2125409225
342	0.2120841668
343	0.2114559716
344	0.2111411909
345	0.2106076528
346	0.2100786242
347	0.2094228835
348	0.2089370168
349	0.2085106208
350	0.207888618
351	0.2071939542
352	0.2065815539
353	0.2059406231
354	0.2055448211
355	0.2048544308
356	0.2043962618
357	0.2038918857
358	0.2033843353
359	0.2028883926
360	0.2022997429
361	0.201742654
362	0.2012508787
363	0.200759854
364	0.200292801
365	0.1998232537
366	0.1993134548
367	0.198991824
368	0.1982658888
369	0.1977665252
370	0.197159537
371	0.1964880795
372	0.1959748441
373	0.1954064904
374	0.1949889438
375	0.194457984
376	0.1939164326
377	0.1933462299
378	0.1929961648
379	0.1922779667
380	0.1919673015
381	0.1915210354
382	0.1909753783
383	0.1904948506
384	0.189977322
385	0.1895330569
386	0.1891541325
387	0.188751053
388	0.1882669646
389	0.1877132153
390	0.1873466574
391	0.18686837
392	0.1865402033
393	0.18608076
394	0.1856572998
395	0.1851416571
396	0.1846917448
397	0.18427817
398	0.1836792839
399	0.1833327778
400	0.1829303273
401	0.1824269566
402	0.1819148351
403	0.1813721706
404	0.1807357813
405	0.18038935
406	0.1799488643
407	0.1794881763
408	0.1790770975
409	0.1786216078
410	0.1781316404
411	0.1776925153
412	0.1772299314
413	0.1768702852
414	0.1764220451
415	0.1760599136
416	0.1756180706
417	0.1751133204
418	0.1746585739
419	0.1742555191
420	0.1738655263
421	0.1735775857
422	0.1731193444
423	0.1725970597
424	0.1720877384
425	0.171714495
426	0.1711891067
427	0.1707633594
428	0.1702249182
429	0.1699233968
430	0.1695522777
431	0.1691418557
432	0.1687583118
433	0.1683626068
434	0.167925431
435	0.1673346552
436	0.166950128
437	0.1666484479
438	0.1663141695
439	0.1658626713
440	0.1654930049
441	0.1651125012
442	0.16486938
443	0.1645587864
444	0.1642548084
445	0.1637929135
446	0.1634104449
447	0.1630953468
448	0.1626918538
449	0.1621994208
450	0.1618339226
451	0.1614008164
452	0.1610044208
453	0.1605464508
454	0.1602051776
455	0.1598919663
456	0.1596014212
457	0.1592457911
458	0.1589623525
459	0.1583555608
460	0.1579529787
461	0.1575953475
462	0.1571729718
463	0.1568943912
464	0.1564686833
465	0.1560343899
466	0.1556556118
467	0.1552867273
468	0.1548030615
469	0.1544620719
470	0.1540058596
471	0.153761534
472	0.1534794635
473	0.1531215997
474	0.1526156779
475	0.1523507233
476	0.1521325884
477	0.1517692048
478	0.1513701307
479	0.1509777439
480	0.1505958582
481	0.150199572
482	0.1498392475
483	0.1494703449
484	0.1492006647
485	0.1487800483
486	0.1484574466
487	0.1481232602
488	0.1477050214
489	0.1474198629
490	0.1471255516
491	0.1468423021
492	0.1466598231
493	0.1464380199
494	0.1460641031
495	0.1457975807
496	0.1454043857
497	0.145106517
498	0.1448146171
499	0.1444174734
500	0.1441298205
501	0.1438096597
502	0.1435692417
503	0.1433701918
504	0.1428457984
505	0.1425377739
506	0.1422068555
507	0.1419530449
508	0.1416401855
509	0.1413642719
510	0.1410656386
511	0.1407943915
512	0.1404144287
513	0.1401505092
514	0.1398476592
515	0.1395163133
516	0.1392001127
517	0.1388750372
518	0.138662991
519	0.1383703306
520	0.1378976304
521	0.1375456678
522	0.1372377133
523	0.1368401618
524	0.1365241503
525	0.1361990715
526	0.1358261717
527	0.1356535369
528	0.1352580432
529	0.1349831737
530	0.1346439921
531	0.1343765538
532	0.1339734834
533	0.1336720088
534	0.1333769511
535	0.1329961662
536	0.1327844513
537	0.1325620898
538	0.1322654979
539	0.1320084868
540	0.1317967522
541	0.1315340724
542	0.1312460094
543	0.131019427
544	0.1306713351
545	0.1304181979
546	0.1301728816
547	0.1299037974
548	0.1297088368
549	0.1294279131
550	0.1292000096
551	0.1288675925
552	0.1286638457
553	0.1283152506
554	0.1279814243
555	0.1276844551
556	0.1274630012
557	0.1272584085
558	0.1270064601
559	0.1267251853
560	0.1264768674
561	0.1261681154
562	0.1258765878
563	0.1256073401
564	0.1252334036
565	0.1249133044
566	0.1246088751
567	0.1244083742
568	0.1241999914
569	0.123967516
570	0.1236648847
571	0.1233865845
572	0.1231380668
573	0.1228625487
574	0.1226467215
575	0.122335947
576	0.1220301012
577	0.1218463922
578	0.1215660301
579	0.1212491701
580	0.1209886132
581	0.1206959774
582	0.1204111083
583	0.1201059045
584	0.1198578095
585	0.119571514
586	0.1193095396
587	0.1190454442
588	0.1188285499
589	0.1185943998
590	0.1183534721
591	0.1180598193
592	0.1177762714
593	0.1174971967
594	0.1172891239
595	0.1170844037
596	0.1168094808
597	0.1165521983
598	0.1164370035
599	0.1162258066
600	0.1158716736
601	0.1156835433
602	0.1154306371
603	0.1152993383
604	0.1151155488
605	0.1148592571
606	0.1146250133
607	0.1143190417
608	0.1140897784
609	0.1138808612
610	0.1135775665
611	0.1133165212
612	0.1130197032
613	0.1128249251
614	0.1125315946
615	0.1123011474
616	0.1120996525
617	0.1117914479
618	0.1115996048
619	0.1113667439
620	0.1111890612
621	0.1109518429
622	0.1106702492
623	0.1104228661
624	0.110189816
625	0.1099410468
626	0.1096549938
627	0.1094316269
628	0.1092465845
629	0.1090434864
630	0.1088663035
631	0.1087191236
632	0.1085145852
633	0.1084189431
634	0.1082706419
635	0.1080384435
636	0.1078838759
637	0.1077092417
638	0.1075507131
639	0.1073544601
640	0.10708985
641	0.1068562984
642	0.1066547739
643	0.1065006075
644	0.1062939068
645	0.1061324152
646	0.1059039297
647	0.1057245715
648	0.1055529364
649	0.1054459111
650	0.1052430432
651	0.1050365991
652	0.1048720162
653	0.1047094427
654	0.1044926035
655	0.1043169252
656	0.1041171732
657	0.1039295624
658	0.1037173945
659	0.1034773942
660	0.1033163811
661	0.1031071022
662	0.1029490208
663	0.1027923732
664	0.102656103
665	0.1024213824
666	0.1022743735
667	0.1020782125
668	0.1018877506
669	0.1017278523
670	0.1015441664
671	0.1013290471
672	0.1011379308
673	0.1009717744
674	0.1007595391
675	0.1005247264
676	0.1003891616
677	0.1002149516
678	0.09999523985
679	0.09976520538
680	0.09957095508
681	0.09939408138
682	0.09916267395
683	0.09893093602
684	0.098691498
685	0.0985281155
686	0.09832403413
687	0.09813157443
688	0.0979693199
689	0.09778971343
690	0.09763432864
691	0.09750437572
692	0.09730367496
693	0.09712823013
694	0.09694392928
695	0.09675252355
696	0.09656582372
697	0.09631162512
698	0.09605501931
699	0.09588819043
700	0.09573739479
701	0.0955835326
702	0.09547269098
703	0.09536226042
704	0.0952855587
705	0.09513366798
706	0.09503301259
707	0.09490471544
708	0.09470471349
709	0.09457414068
710	0.09445939064
711	0.0942647786
712	0.09415916739
713	0.09403574056
714	0.09382267656
715	0.09372971305
716	0.0934966893
717	0.09331469536
718	0.09310351569
719	0.09290346442
720	0.09276821696
721	0.09263306157
722	0.09251658341
723	0.09235926003
724	0.0922315318
725	0.09207020299
726	0.09192523792
727	0.09174751578
728	0.09156457967
729	0.09138587097
730	0.09122746731
731	0.09101558718
732	0.09084616365
733	0.09066380139
734	0.09044254895
735	0.09028049337
736	0.09011372533
737	0.08995731781
738	0.08972334862
739	0.08961726057
740	0.0894344149
741	0.08929066658
742	0.08910318736
743	0.08892172945
744	0.08874715279
745	0.08859294201
746	0.08850778382
747	0.08830011466
748	0.08810390768
749	0.08794513078
750	0.087773425
751	0.08761208304
752	0.08747014671
753	0.08729122918
754	0.08709933018
755	0.08695381921
756	0.08679160578
757	0.08661724452
758	0.08647014519
759	0.08635611205
760	0.086200331
761	0.08605819571
762	0.0859347771
763	0.08576231332
764	0.08562092945
765	0.08547562895
766	0.08527459276
767	0.0850503494
768	0.08488128596
769	0.08470497296
770	0.08458000216
771	0.08444736415
772	0.08430315873
773	0.08419381339
774	0.08405196091
775	0.08390625263
776	0.08377303091
777	0.08366492699
778	0.08355918917
779	0.08343494185
780	0.08325129213
781	0.08314577464
782	0.08300039193
783	0.08286119165
784	0.08273389257
785	0.08259281126
786	0.0824383785
787	0.08229477652
788	0.08221161941
789	0.08203421626
790	0.0819524617
791	0.08181195424
792	0.08171057043
793	0.08154137874
794	0.08142860018
795	0.081264093
796	0.08112246908
797	0.08092412291
798	0.08075412553
799	0.08057511922
800	0.08042825337
801	0.08034544813
802	0.08020793816
803	0.08008831452
804	0.07996744452
805	0.07983239108
806	0.07971859472
807	0.07959495413
808	0.07944831026
809	0.07928890853
810	0.07913287426
811	0.0789901421
812	0.07890703103
813	0.0787912007
814	0.07863210645
815	0.07852096229
816	0.07839142043
817	0.07821575691
818	0.0780407511
819	0.07793179216
820	0.07778540151
821	0.07764117471
822	0.07752644769
823	0.07739942156
824	0.07724716252
825	0.07712472554
826	0.0769386423
827	0.07681591922
828	0.07670099982
829	0.07657768151
830	0.07645494362
831	0.07631567922
832	0.07619652255
833	0.07603140042
834	0.07593877069
835	0.07584897567
836	0.07579799027
837	0.07566143233
838	0.07555698855
839	0.07543844848
840	0.07527918816
841	0.07514218297
842	0.07498057135
843	0.07481864239
844	0.074696064
845	0.07458731717
846	0.07447703131
847	0.07436646922
848	0.07424589848
849	0.07411425689
850	0.07397337946
851	0.07387971385
852	0.07376324884
853	0.07363678669
854	0.07349853844
855	0.07337242324
856	0.07327472424
857	0.07311156207
858	0.07302626248
859	0.07290743795
860	0.0728247067
861	0.072676925
862	0.07253179879
863	0.07246197339
864	0.07233110954
865	0.07221778672
866	0.07210315671
867	0.07196339081
868	0.07181221041
869	0.07162569474
870	0.07150363593
871	0.07136965949
872	0.07117846094
873	0.0710457473
874	0.07097540888
875	0.07088096553
876	0.07073388757
877	0.0706110313
878	0.07050089178
879	0.0703829272
880	0.07027152982
881	0.07017898888
882	0.07010281826
883	0.06998447221
884	0.06987807833
885	0.06977443366
886	0.06970298537
887	0.06957122375
888	0.06947569189
889	0.06932170144
890	0.06921962047
891	0.06909925198
892	0.0690044699
893	0.06888742611
894	0.0687140251
895	0.06863427491
896	0.06846251488
897	0.06831487129
898	0.06820925022
899	0.06810924103
900	0.06800113875
901	0.06788323008
902	0.06777673754
903	0.06766608995
904	0.06758048452
905	0.06749898154
906	0.06739959717
907	0.06729287115
908	0.06719982213
909	0.06708754178
910	0.06692813183
911	0.06681990788
912	0.06672818085
913	0.06662988663
914	0.06652130258
915	0.06633991866
916	0.0662248447
917	0.06610978883
918	0.06605147987
919	0.06592659621
920	0.06580715837
921	0.06571678293
922	0.06559841551
923	0.06551977848
924	0.0654281682
925	0.06529853262
926	0.06514296532
927	0.06502602676
928	0.06493133348
929	0.06482499879
930	0.06468443213
931	0.06459139298
932	0.06451984438
933	0.06444137343
934	0.06430580205
935	0.06422037421
936	0.06413066305
937	0.06400405621
938	0.06387992563
939	0.06378374264
940	0.06365765045
941	0.06359602336
942	0.06351113319
943	0.06343450217
944	0.06331617421
945	0.0632190096
946	0.0631112148
947	0.06300939527
948	0.0629144126
949	0.06284516269
950	0.062769755
951	0.06266478506
952	0.06251838125
953	0.06238820471
954	0.06228861151
955	0.0622261738
956	0.06211984075
957	0.06200328202
958	0.06196139599
959	0.06184051119
960	0.06174016821
961	0.06167003862
962	0.06159028514
963	0.06150040791
964	0.06139285975
965	0.06129917934
966	0.06118369102
967	0.06108944169
968	0.06098770602
969	0.06088458094
970	0.06082728156
971	0.06076098804
972	0.06066785023
973	0.0605507045
974	0.06044660766
975	0.06031813457
976	0.06020320531
977	0.06010501303
978	0.06000892869
979	0.05992204074
980	0.05980170842
981	0.05971998511
982	0.05964355633
983	0.05950384469
984	0.0594172412
985	0.05934304698
986	0.05924401119
987	0.05916452901
988	0.05908995497
989	0.05900346657
990	0.05890217814
991	0.05880249122
992	0.05870354915
993	0.058599671
994	0.0585096869
995	0.05837345452
996	0.05829128232
997	0.05820531352
998	0.05814952357
999	0.05804780598
